,駅数,事業者名,路線名,駅名,所在地,ホームの形状,設置ホーム（番線）,ホームドアの種別,設置年月,備考,Unnamed: 10,当該路線の設置状況,path
100,2.0,JR九州,九州新幹線,久留米,福岡県久留米市,相対式2面2線,11・12番線,可動式ホーム柵,2011/03/01 00:00,,在来線ホーム（1・2・3・4・5番線）は未設置,,/home/zaiying/A-Pastani/data/JR九州/九州旅客鉄道九州新幹線_addRailname.geojson
101,3.0,JR九州,九州新幹線,筑後船小屋,福岡県筑後市,単式1面1線・島式1面2線,11・12・13番線,可動式ホーム柵,2011/03/01 00:00,,在来線ホーム（1・2番線）は未設置,,/home/zaiying/A-Pastani/data/JR九州/九州旅客鉄道九州新幹線_addRailname.geojson
102,4.0,JR九州,九州新幹線,新大牟田,福岡県大牟田市,相対式2面2線,11・12番線,可動式ホーム柵,2011/03/01 00:00,,,,/home/zaiying/A-Pastani/data/JR九州/九州旅客鉄道九州新幹線_addRailname.geojson
103,5.0,JR九州,九州新幹線,新玉名,熊本県玉名市,相対式2面2線,11・12番線,可動式ホーム柵,2011/03/01 00:00,,,,/home/zaiying/A-Pastani/data/JR九州/九州旅客鉄道九州新幹線_addRailname.geojson
104,6.0,JR九州,九州新幹線,熊本,熊本県熊本市西区,島式2面4線,11・12・13・14番線,可動式ホーム柵,2011/03/01 00:00,,在来線ホーム（1・2・3･4・5・6番線）は未設置,,/home/zaiying/A-Pastani/data/JR九州/九州旅客鉄道九州新幹線_addRailname.geojson
105,7.0,JR九州,九州新幹線,新八代,熊本県八代市,相対式2面2線,11・12番線,可動式ホーム柵,2004/03/01 00:00,,在来線ホーム（1・2番線）は未設置,,/home/zaiying/A-Pastani/data/JR九州/九州旅客鉄道九州新幹線_addRailname.geojson
106,8.0,JR九州,九州新幹線,新水俣,熊本県水俣市,島式1面2線・単式1面1線,11・12・13番線,可動式ホーム柵,2004/03/01 00:00,,,,/home/zaiying/A-Pastani/data/JR九州/九州旅客鉄道九州新幹線_addRailname.geojson
107,9.0,JR九州,九州新幹線,出水,鹿児島県出水市,相対式2面2線,11・12番線,可動式ホーム柵,2004/03/01 00:00,,,,/home/zaiying/A-Pastani/data/JR九州/九州旅客鉄道九州新幹線_addRailname.geojson
108,10.0,JR九州,九州新幹線,川内,鹿児島県薩摩川内市,相対式2面2線,11・12番線,可動式ホーム柵,2004/03/01 00:00,,在来線ホーム（1・2番線）は未設置,,/home/zaiying/A-Pastani/data/JR九州/九州旅客鉄道九州新幹線_addRailname.geojson
109,11.0,JR九州,九州新幹線,鹿児島中央,鹿児島県鹿児島市,島式2面4線,11・12・13・14番線,可動式ホーム柵,2004/03/01 00:00,,在来線ホーム（1・2・3・4・5・6番線）は未設置,,/home/zaiying/A-Pastani/data/JR九州/九州旅客鉄道九州新幹線_addRailname.geojson
110,12.0,JR九州,筑肥線,九大学研都市駅,福岡県福岡市西区,島式１面２線,1番線・２番線,可動式ﾎｰﾑ柵,2018/09/01 00:00,,下りはH29.11に設置,△一部の駅,/home/zaiying/A-Pastani/data/JR九州/九州旅客鉄道筑肥線_addRailname.geojson
111,1.0,東武鉄道,東上線,池袋,東京都豊島区,頭端式3面3線,1・2・3・4番線,可動式ホーム柵,2018/04/01 00:00,○,2・3番線はH31.3に設置、4番線はR1.12に設置5番線はR2.1に固定柵設置,△一部の駅,/home/zaiying/A-Pastani/data/東武鉄道/東武鉄道東武東上本線_addRailname.geojson
112,2.0,東武鉄道,東上線,和光市,埼玉県和光市,島式2面4線,1・2・3・4番線,可動式ホーム柵,2012/07/01 00:00,○,2・3番線は東京メトロと供用、1・4番線はH28.3に設置,,/home/zaiying/A-Pastani/data/東武鉄道/東武鉄道東武東上本線_addRailname.geojson
113,3.0,東武鉄道,東上線,朝霞,埼玉県朝霞市,島式2面4線,1・2・3・4番線,可動式ホーム柵,2019/03/01 00:00,,1・2番線はＲ2.3に設置,,/home/zaiying/A-Pastani/data/東武鉄道/東武鉄道東武東上本線_addRailname.geojson
114,4.0,東武鉄道,東上線,志木,埼玉県新座市,島式2面4線,3・4番線,可動式ホーム柵,2020/02/01 00:00,○,3番線はR2.3に設置1・2番線はR2年度設置予定,,/home/zaiying/A-Pastani/data/東武鉄道/東武鉄道東武東上本線_addRailname.geojson
115,5.0,東武鉄道,東上線,川越,埼玉県川越市,相対式2面2線,1・2番線,可動式ホーム柵,2018/03/01 00:00,○,,,/home/zaiying/A-Pastani/data/東武鉄道/東武鉄道東武東上本線_addRailname.geojson
116,6.0,東武鉄道,野田線,船橋,千葉県船橋市,島式1面2線,1・2番線,可動式ホーム柵,2014/03/01 00:00,○,,△一部の駅,/home/zaiying/A-Pastani/data/東武鉄道/東武鉄道東武野田線_addRailname.geojson
117,7.0,東武鉄道,野田線,柏,千葉県柏市,頭端式2面4線,1・2・3・4番線,可動式ホーム柵,2015/02/01 00:00,○,3・4番線はH27.3に設置,,/home/zaiying/A-Pastani/data/東武鉄道/東武鉄道東武野田線_addRailname.geojson
118,1.0,西武鉄道,池袋線,池袋,東京都豊島区,島式4面7線,2～6番線,可動式ホーム柵,2016/03/01 00:00,○,1・7番線は未設置,△一部の駅,/home/zaiying/A-Pastani/data/西武鉄道/西武鉄道西武池袋線_addRailname.geojson
119,2.0,西武鉄道,池袋線,練馬,東京都練馬区,島式2面4線,1～4番線,可動式ホーム柵,2020/02/01 00:00,○,,,/home/zaiying/A-Pastani/data/西武鉄道/西武鉄道西武池袋線_addRailname.geojson
120,3.0,西武鉄道,新宿線,西武新宿,東京都新宿区,くし形2面3線,2番線,可動式ホーム柵,2020/03/01 00:00,○,1・3番線は未設置,△一部の駅,/home/zaiying/A-Pastani/data/西武鉄道/西武鉄道西武新宿線_addRailname.geojson
121,1.0,京成電鉄,本線,日暮里,東京都荒川区,３面２線（下り線：2面1線）（上り線：1面1線）,1・2番線（下り線）,可動式ホーム柵,2018/02/01 00:00,○,0番線（上り線）はH30.12に設置,△一部の駅,/home/zaiying/A-Pastani/data/京成電鉄/京成電鉄京成本線_addRailname.geojson
122,3.0,京成電鉄,本線,空港第２ビル駅,千葉県成田市,相対式２面４線,1～4番線,可動式ホーム柵,2019/03/01 00:00,,,,/home/zaiying/A-Pastani/data/京成電鉄/京成電鉄京成本線_addRailname.geojson
123,1.0,京王電鉄,京王線,国領,東京都調布市,島式1面2線,1・2番線,可動式ホーム柵,2012/08/01 00:00,,,△一部の駅,/home/zaiying/A-Pastani/data/京王電鉄/京王電鉄京王線_addRailname.geojson
124,2.0,京王電鉄,京王線,布田,東京都調布市,島式1面2線,1・2番線,ホームドア,2012/08/01 00:00,,,,/home/zaiying/A-Pastani/data/京王電鉄/京王電鉄京王線_addRailname.geojson
125,3.0,京王電鉄,京王線,調布,東京都調布市,島式二層2面4線,1・2・3・4番線,可動式ホーム柵,2012/09/01 00:00,○,京王相模原線と共用、上下線別の二層構造,,/home/zaiying/A-Pastani/data/京王電鉄/京王電鉄京王線_addRailname.geojson
126,4.0,京王電鉄,京王線,新宿,東京都新宿区,くし型3面3線,1・2・3番線,可動式ホーム柵,2013/03/01 00:00,○,1番線はH25.10、2番線はH26.3に供用開始,,/home/zaiying/A-Pastani/data/京王電鉄/京王電鉄京王線_addRailname.geojson
127,4.0,京王電鉄,京王新線,新宿,東京都新宿区,島式1面2線,4・5番線,可動式ホーム柵,2018/11/01 00:00,○,4番線はH30.11、5番線はH31.2に供用開始,,NONE
128,5.0,京王電鉄,京王線,飛田給,東京都調布市,相対・島式2面3線,2・3番線,可動式ホーム柵,2019/03/01 00:00,,3番線はR1.8、1番線はR2.5供用開始,,/home/zaiying/A-Pastani/data/京王電鉄/京王電鉄京王線_addRailname.geojson
129,6.0,京王電鉄,井の頭線,吉祥寺,東京都武蔵野市,相対式2面2線,1・2番線,可動式ホーム柵,2015/12/01 00:00,○,,△一部の駅,/home/zaiying/A-Pastani/data/京王電鉄/京王電鉄京王井の頭線_addRailname.geojson
130,7.0,京王電鉄,井の頭線,渋谷,東京都渋谷区,くし型2面2線,1・2番線,可動式ホーム柵,2018/12/01 00:00,○,,,/home/zaiying/A-Pastani/data/京王電鉄/京王電鉄京王井の頭線_addRailname.geojson
131,1.0,小田急電鉄,小田原線,新宿,東京都新宿区,くし形7面5線,地上4・5番線のみ,可動式ホーム柵,2012/09/01 00:00,○,,△一部の駅,/home/zaiying/A-Pastani/data/小田急電鉄/小田急電鉄小田急小田原線_addRailname.geojson
132,2.0,小田急電鉄,小田原線,代々木八幡,東京都渋谷区,島式1面2線,1・2番線,可動式ホーム柵,2019/03/01 00:00,,,,/home/zaiying/A-Pastani/data/小田急電鉄/小田急電鉄小田急小田原線_addRailname.geojson
133,3.0,小田急電鉄,小田原線,代々木上原,東京都渋谷区,島式2面4線,1・4番線,可動式ホーム柵,2020/03/01 00:00,○,,,/home/zaiying/A-Pastani/data/小田急電鉄/小田急電鉄小田急小田原線_addRailname.geojson
134,4.0,小田急電鉄,小田原線,東北沢,東京都世田谷区,島式1面2線,1・2番線,可動式ホーム柵,2019/06/01 00:00,,,,/home/zaiying/A-Pastani/data/小田急電鉄/小田急電鉄小田急小田原線_addRailname.geojson
135,5.0,小田急電鉄,小田原線,下北沢,東京都世田谷区,島式1面2線2層,3・4番線（地下1階）,可動式ホーム柵,2019/03/01 00:00,○,,,/home/zaiying/A-Pastani/data/小田急電鉄/小田急電鉄小田急小田原線_addRailname.geojson
136,6.0,小田急電鉄,小田原線,世田谷代田,東京都世田谷区,島式1面2線,1・2番線,可動式ホーム柵,2019/09/01 00:00,,,,/home/zaiying/A-Pastani/data/小田急電鉄/小田急電鉄小田急小田原線_addRailname.geojson
137,7.0,小田急電鉄,小田原線,梅ヶ丘,東京都世田谷区,相対式2面2線,1・2番線,可動式ホーム柵,2019/12/01 00:00,,,,/home/zaiying/A-Pastani/data/小田急電鉄/小田急電鉄小田急小田原線_addRailname.geojson
138,1.0,東急電鉄,目黒線,目黒,東京都品川区,島式1面2線,1・2番線,可動式ホーム柵,2000/08/01 00:00,○,東京メトロ南北線、都営三田線と共用,◎全駅,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
139,2.0,東急電鉄,目黒線,不動前,東京都品川区,相対式2面2線,1・2番線,可動式ホーム柵,2002/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
140,3.0,東急電鉄,目黒線,武蔵小山,東京都品川区,島式2面4線,1・2・3・4番線,可動式ホーム柵,2001/06/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
141,4.0,東急電鉄,目黒線,西小山,東京都品川区,島式1面2線,1・2番線,可動式ホーム柵,2001/07/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
142,5.0,東急電鉄,目黒線,洗足,東京都目黒区,相対式2面2線,1・2番線,可動式ホーム柵,2000/08/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
143,6.0,東急電鉄,目黒線,大岡山,東京都大田区,島式2面4線,1・4番線のみ,可動式ホーム柵,2000/08/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
144,7.0,東急電鉄,目黒線,奥沢,東京都世田谷区,単式1面1線・島式1面2線,1・2・3番線,可動式ホーム柵,2000/08/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
145,8.0,東急電鉄,目黒線,田園調布,東京都大田区,島式2面4線,2・3番線のみ,可動式ホーム柵,2000/08/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
146,9.0,東急電鉄,目黒線,多摩川,東京都大田区,島式2面4線,2・3番線のみ,可動式ホーム柵,2000/08/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
147,10.0,東急電鉄,目黒線,新丸子,神奈川県川崎市中原区,島式2面4線,2・3番線のみ,可動式ホーム柵,2000/08/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
148,11.0,東急電鉄,目黒線,武蔵小杉,神奈川県川崎市中原区,島式2面4線,2・3番線,可動式ホーム柵,2000/08/01 00:00,○,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
149,12.0,東急電鉄,目黒線,元住吉,神奈川県川崎市中原区,島式2面6線,3・4番線,可動式ホーム柵,2008/06/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
150,13.0,東急電鉄,目黒線,日吉,神奈川県横浜市港北区,島式2面4線,2・3番線のみ,可動式ホーム柵,2008/06/01 00:00,○,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急目黒線_addRailname.geojson
151,14.0,東急電鉄,大井町線,大井町,東京都品川区,島式1面2線,1・2番線,可動式ホーム柵,2012/03/01 00:00,○,,◎全駅,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
152,15.0,東急電鉄,大井町線,溝の口,神奈川県川崎市,島式2面4線,2・3番線,可動式ホーム柵,2016/04/01 00:00,○,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
153,16.0,東急電鉄,大井町線,緑が丘,東京都目黒区,相対式2面2線,1・2番線,可動式ホーム柵,2016/11/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
154,17.0,東急電鉄,大井町線,尾山台,東京都世田谷区,相対式2面2線,1・2番線,可動式ホーム柵,2016/12/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
155,18.0,東急電鉄,大井町線,中延,東京都品川区,相対式2面2線,1・2番線,可動式ホーム柵,2017/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
156,19.0,東急電鉄,大井町線,上野毛,東京都世田谷区,島式1面3線,1・2番線,可動式ホーム柵,2017/04/01 00:00,,3番線ホームなし（通過線）,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
157,20.0,東急電鉄,大井町線,荏原町,東京都品川区,相対式2面2線,1・2番線,可動式ホーム柵,2018/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
158,21.0,東急電鉄,大井町線,九品仏,東京都世田谷区,島式1面2線,1・2番線,可動式ホーム柵,2018/09/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
159,,東急電鉄,大井町線,二子玉川,東京都世田谷区,島式2面4線,2・3番線,可動式ホーム柵,2019/03/01 00:00,○,（参照）【東急田園都市線】,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
160,,東急電鉄,大井町線,自由が丘,東京都目黒区,相対式2面2線,1・2番線,可動式ホーム柵,2019/03/01 00:00,○,（参照）【東急東横線】,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
161,,東急電鉄,大井町線,大岡山,東京都大田区,島式2面4線,2・3番線,可動式ホーム柵,2019/04/01 00:00,,（参照）【東急目黒線】,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
162,22.0,東急電鉄,大井町線,旗の台,東京都品川区,島式2面4線,3･4･5･6番線,可動式ホーム柵,2019/03/01 00:00,,1・2番線は未設置,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
163,23.0,東急電鉄,大井町線,北千束,東京都大田区,島式1面2線,1・2番線,可動式ホーム柵,2019/10/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
164,24.0,東急電鉄,大井町線,下神明,東京都品川区,相対式2面2線,1・2番線,可動式ホーム柵,2019/12/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
165,25.0,東急電鉄,大井町線,戸越公園,東京都品川区,相対式2面2線,1・2番線,可動式ホーム柵,2020/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
166,26.0,東急電鉄,大井町線,等々力,東京都世田谷区,島式1面2線,1・2番線,可動式ホーム柵,2020/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急大井町線_addRailname.geojson
167,27.0,東急電鉄,東横線,渋谷,東京都渋谷区,島式2面4線,3・4・5･6番線,可動式ホーム柵,2008/06/01 00:00,○,東京メトロ副都心線と共用,◎全駅,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急東横線_addRailname.geojson
168,28.0,東急電鉄,東横線,中目黒,東京都目黒区,島式2面4線,1・4番線,可動式ホーム柵,2013/12/01 00:00,○,2・3番線は東京メトロ日比谷線,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急東横線_addRailname.geojson
169,29.0,東急電鉄,東横線,学芸大学,東京都目黒区,島式1面2線,1・2番線,可動式ホーム柵,2014/03/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急東横線_addRailname.geojson
170,30.0,東急電鉄,東横線,代官山,東京都渋谷区,相対式2面2線,1・2番線,可動式ホーム柵,2015/02/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急東横線_addRailname.geojson
171,,東急電鉄,東横線,武蔵小杉,神奈川県川崎市,島式2面4線,1・4番線,可動式ホーム柵,2015/03/01 00:00,○,（参照）【東急目黒線】,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急東横線_addRailname.geojson
172,31.0,東急電鉄,東横線,横浜,神奈川県横浜市,島式1面2線,1・2番線,可動式ホーム柵,2015/03/01 00:00,○,横浜高速鉄道みなとみらい線と共用,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急東横線_addRailname.geojson
173,,東急電鉄,東横線,新丸子,川崎市中原区,島式2面4線,1・4番線,可動式ホーム柵,2015/12/01 00:00,,（参照）【東急目黒線】,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急東横線_addRailname.geojson
174,,東急電鉄,東横線,元住吉,神奈川県川崎市,島式2面6線,2・5番線,可動式ホーム柵,2016/02/01 00:00,,（参照）【東急目黒線】,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急東横線_addRailname.geojson
175,32.0,東急電鉄,東横線,菊名,神奈川県横浜市,島式2面4線,3・4・5・6番線,可動式ホーム柵,2016/03/01 00:00,○,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急東横線_addRailname.geojson
176,33.0,東急電鉄,東横線,大倉山,神奈川県横浜市,相対式2面2線,1・2番線,可動式ホーム柵,2016/05/01 00:00,,,,/home/zaiying/A-Pastani/data/東急電鉄/東急電鉄東急東横線_addRailname.geojson
